User,Tweets Ago,Date,Text,Compound,Positive,Negative,Neutral
cnnbrk,24,Sat Sep 29 05:02:58 +0000 2018,At least 48 people are dead and  more than 350 injured after a series of earthquakes and a tsunami hit the Indonesi… https://t.co/eDNdUcgWA9,-0.8055,0.0,0.277,0.723
cnnbrk,23,Sat Sep 29 08:31:30 +0000 2018,Rescuers scrambled to find survivors after a powerful earthquake hit the Indonesian island of Sulawesi and triggere… https://t.co/QGVicMQYJu,0.4215,0.149,0.0,0.851
cnnbrk,22,Sat Sep 29 14:09:25 +0000 2018,Typhoon Trami unleashed heavy winds and rain on southern Japan as it slowly marched toward the nation's main island… https://t.co/NnGbeTpr2p,0.0,0.0,0.0,1.0
cnnbrk,21,Sat Sep 29 16:34:25 +0000 2018,A rare and powerful hurricane-like storm roars across Greece triggering flooding as it makes its way toward Turkey… https://t.co/cfVZSrm0xt,0.4215,0.141,0.0,0.859
cnnbrk,20,Sat Sep 29 16:43:12 +0000 2018,Police arrest a suspect in the shooting death of Louisiana State University basketball player Wayde Sims… https://t.co/Z16IamshpZ,-0.8176,0.0,0.395,0.605
cnnbrk,19,Sat Sep 29 17:04:14 +0000 2018,"Two police officers were killed in a shootout in Brookhaven, Mississippi, responding to a call about shots fired, a… https://t.co/cJca3J3RwL",-0.8442,0.0,0.336,0.664
cnnbrk,18,Sat Sep 29 21:56:43 +0000 2018,"Tesla CEO Elon Musk will resign as company chairman and pay $20 million in a settlement with the SEC, after it sued… https://t.co/GRecfKRfnO",-0.4215,0.0,0.16,0.84
cnnbrk,17,Sun Sep 30 07:50:21 +0000 2018,"The death toll from an earthquake and tsunami now exceeds 830 people,  Indonesian officials say.… https://t.co/3MIg47GArP",-0.5994,0.0,0.206,0.794
cnnbrk,16,Sun Sep 30 16:18:23 +0000 2018,RT @CNNPolitics: White House counselor Kellyanne Conway say the FBI investigation into Brett Kavanaugh is “not meant to be a fishing expedi…,0.0,0.0,0.0,1.0
cnnbrk,15,Sun Sep 30 16:18:53 +0000 2018,"RT @CNNPolitics: Democratic Sen. Amy Klobuchar, a member of the Senate Judiciary Committee, says she was “really stunned by how (Brett Kava…",-0.1027,0.0,0.065,0.935
cnnbrk,14,Sun Sep 30 19:18:51 +0000 2018,"The White House is coordinating with GOP senators to narrow the scope of the Kavanaugh investigation, sources say,… https://t.co/IaEQ3r30rP",0.0,0.0,0.0,1.0
cnnbrk,13,Sun Sep 30 20:53:12 +0000 2018,"The FBI spoke today with Deborah Ramirez, who says Supreme Court nominee Brett Kavanaugh exposed himself to her, a… https://t.co/4lPMO2079c",0.5106,0.157,0.057,0.786
cnnbrk,12,Mon Oct 01 01:21:02 +0000 2018,"California passes the nation's strictest net neutrality law, which prevents internet providers from blocking or slo… https://t.co/O589lqpTrK",-0.3182,0.069,0.138,0.794
cnnbrk,11,Mon Oct 01 01:59:38 +0000 2018,"A Las Vegas woman sues soccer star Cristiano Ronaldo, alleging that he raped her in 2009 https://t.co/8hYiB4mVuR https://t.co/mVFBAEzRci",-0.6808,0.0,0.223,0.777
cnnbrk,10,Mon Oct 01 02:39:41 +0000 2018,"Canada signed on to an agreement that will preserve NAFTA trade pact, two US officials and a Canadian official say https://t.co/wiRuKF9Eo2",0.4939,0.144,0.0,0.856
cnnbrk,9,Mon Oct 01 03:33:16 +0000 2018,Outside counsel tells Republican senators 'reasonable prosecutor' would not bring Ford case against Kavanaugh https://t.co/ydVAXRE3LP,0.0,0.0,0.0,1.0
cnnbrk,8,Mon Oct 01 10:07:59 +0000 2018,American James Allison and Japan's Tasuku Honjo have won the 2018 Nobel Prize in Medicine for a pioneering approach… https://t.co/6DT503ovk1,0.7906,0.292,0.0,0.708
cnnbrk,7,Mon Oct 01 10:55:42 +0000 2018,German federal prosecutors say they have detained six men who are suspected of having formed a far-right terrorist… https://t.co/VqfsNT7Dof,-0.5574,0.0,0.223,0.777
cnnbrk,6,Mon Oct 01 11:28:54 +0000 2018,"General Electric, mired in a deep slump, has ousted CEO John Flannery after barely a year on the job… https://t.co/XoxwEhv9iV",0.0,0.0,0.0,1.0
cnnbrk,5,Mon Oct 01 13:46:47 +0000 2018,"Veteran French singer and songwriter Charles Aznavour is dead at 94. Known for his hits ""She"" and ""Hier Encore,"" he… https://t.co/JXFvzhgfwy",-0.6486,0.0,0.177,0.823
cnnbrk,4,Mon Oct 01 13:47:36 +0000 2018,"Officers fatally shot a patient at Orlando Regional Medical Center who claimed he had a gun but didn't, police chie… https://t.co/kianVqRAfO",-0.5106,0.0,0.202,0.798
cnnbrk,3,Mon Oct 01 15:14:51 +0000 2018,Watch and follow live: President Trump talks about the deal to revamp NAFTA that's been struck after more than a ye… https://t.co/WxUUZ8Qloc,-0.25,0.0,0.091,0.909
cnnbrk,2,Mon Oct 01 15:52:06 +0000 2018,A Chinese destroyer came as close as 45 feet to a US Navy ship operating near disputed islands in the South China S… https://t.co/SRatUbSsV2,-0.6597,0.0,0.213,0.787
cnnbrk,1,Mon Oct 01 17:41:02 +0000 2018,Musician Cardi B turns herself in to NYPD and is charged with assault in connection with an incident at a New York… https://t.co/RFfZrSVcVI,-0.6808,0.0,0.228,0.772
nytimes,100,Sun Sep 30 23:46:33 +0000 2018,"""For the first time in my life, I was turning myself over to the know-how of my baby brother"" https://t.co/JG55AngeEt",0.0,0.0,0.0,1.0
nytimes,99,Mon Oct 01 00:03:10 +0000 2018,"If there was a moment tailor-made for a new book about women and rage, it would be now. And Rebecca Traister, a col… https://t.co/tUMiIBGhKE",-0.5574,0.0,0.153,0.847
nytimes,98,Mon Oct 01 00:21:17 +0000 2018,"Make good use of the last sweet, fat tomatoes of the year https://t.co/o0LFZ0P2Dr",0.7096,0.349,0.0,0.651
nytimes,97,Mon Oct 01 00:30:10 +0000 2018,Lines for specialists at some Chinese hospitals are so long that patients start waiting hours before dawn. Scalpers… https://t.co/dmaBTsxIxe,0.0,0.0,0.0,1.0
nytimes,96,Mon Oct 01 00:42:19 +0000 2018,"Elon Musk Settled With the S.E.C., but Tesla’s Troubles Aren’t Over https://t.co/K0Ekxqc9m5",-0.6124,0.0,0.267,0.733
nytimes,95,Mon Oct 01 01:16:32 +0000 2018,"Employing the power of positive thinking is good advice for life, but not when doing scientific research. https://t.co/uQoVjxYcBJ",0.5023,0.21,0.0,0.79
nytimes,94,Mon Oct 01 01:32:42 +0000 2018,"After 40-plus years in rock, Joan Jett is as fierce and defiant as ever https://t.co/IE0wcajRdN",-0.2263,0.0,0.119,0.881
nytimes,93,Mon Oct 01 01:39:02 +0000 2018,RT @nytgraphics: Scientists said that an earthquake like the one that struck Friday would be expected to spawn a tsunami. But they were sur…,0.0644,0.072,0.062,0.866
nytimes,92,Mon Oct 01 01:44:49 +0000 2018,RT @davidenrich: Former Yale classmate of Kavanaugh’s goes on the record to describe him as a belligerent drunk. https://t.co/KVysuxc0A9 ht…,-0.34,0.0,0.118,0.882
nytimes,91,Mon Oct 01 01:49:11 +0000 2018,"As Noah Cyrus, musical family royalty, seeks to find an identity, Bhad Bhabie, viral star, arrives at one naturally https://t.co/GjEOGlDsh3",0.0,0.0,0.0,1.0
nytimes,90,Mon Oct 01 02:05:32 +0000 2018,Justice Department Sues to Stop California Net Neutrality Law https://t.co/7UFyKVU65w,0.296,0.25,0.162,0.588
nytimes,89,Mon Oct 01 02:23:34 +0000 2018,This heavenly dish is whipped up from pantry staples https://t.co/467IREikxc,0.6124,0.308,0.0,0.692
nytimes,88,Mon Oct 01 02:27:33 +0000 2018,"Lines Before Dawn, Violence and ‘No Trust’: China’s Health Care Crisis https://t.co/2c4GJU39bA",-0.7184,0.157,0.402,0.441
nytimes,87,Mon Oct 01 02:39:15 +0000 2018,Publicly Held Corporations in California Will Have to Include Women on Their Boards https://t.co/hPTy9QNlV1,0.0,0.0,0.0,1.0
nytimes,86,Mon Oct 01 02:40:06 +0000 2018,California became the first state to require its publicly held corporations to have at least one woman on their boa… https://t.co/Uu2f3e1dcH,0.0,0.0,0.0,1.0
nytimes,85,Mon Oct 01 02:46:11 +0000 2018,"Breaking News: The U.S. and Canada reached a last-minute agreement to salvage Nafta, a move that will keep the tril… https://t.co/FNFvClQr21",0.5574,0.213,0.0,0.787
nytimes,84,Mon Oct 01 02:54:21 +0000 2018,"RT @nytimesworld: China has canceled an important security meeting with the U.S., a sign of chilling bilateral relations https://t.co/WfxjH…",0.4767,0.207,0.054,0.739
nytimes,83,Mon Oct 01 03:10:04 +0000 2018,"Chad Ludington, a Yale classmate of Judge Brett Kavanaugh’s who said he often drank with him, issued a statement on… https://t.co/SIsAEuatYi",0.0,0.0,0.0,1.0
nytimes,82,Mon Oct 01 03:25:03 +0000 2018,"A car explosion in Allentown, Pa., that killed 3 people was being considered by officials as ""isolated"" but ""crimin… https://t.co/c8mVCRzvEU",-0.4118,0.0,0.139,0.861
nytimes,81,Mon Oct 01 03:31:05 +0000 2018,The results of Macedonia’s referendum on Sunday about changing the country’s name were resoundingly inconclusive —… https://t.co/jYkZmfe9Qv,0.0,0.0,0.0,1.0
nytimes,80,Mon Oct 01 03:40:05 +0000 2018,A 13-year-old boy is in serious condition after being attacked by a shark off the coast of California https://t.co/wNS1vZ9lPb,-0.5106,0.0,0.223,0.777
nytimes,79,Mon Oct 01 03:50:03 +0000 2018,"Denny Tamaki, the son of a Japanese mother and a United States Marine, became the first mixed-race governor in Japan https://t.co/yR4iawxKkV",0.4215,0.135,0.0,0.865
nytimes,78,Mon Oct 01 04:00:03 +0000 2018,They were exactly what China’s best universities were supposed to produce: young people steeped in the ideology of… https://t.co/qdCCVhKYcB,0.6369,0.189,0.0,0.811
nytimes,77,Mon Oct 01 04:15:05 +0000 2018,"""Every company thinks that opening doors and hiring women is the end goal,"" said one Japanese advocate for working… https://t.co/tbtY8CX7DR",0.0,0.0,0.0,1.0
nytimes,76,Mon Oct 01 04:30:06 +0000 2018,Getting more low-income students into elite colleges like Harvard is important. But it can’t replace race-based aff… https://t.co/aqUNKR8iJL,0.2846,0.164,0.0,0.836
nytimes,75,Mon Oct 01 04:45:01 +0000 2018,The Justice Department sued California to stop the state’s new law that would guarantee equal access to the interne… https://t.co/fHmj9qgQl8,0.4939,0.22,0.089,0.691
nytimes,74,Mon Oct 01 05:00:08 +0000 2018,None of the 22 buoys spread over Indonesia’s open water to help monitor for tsunamis had been operational for the p… https://t.co/Nv5JfF6zlp,0.4019,0.114,0.0,0.886
nytimes,73,Mon Oct 01 05:15:15 +0000 2018,"Homemade cancer drugs, violence in hospitals, scalpers hawking medical visits: We take you inside China’s broken he… https://t.co/3IcefiLu1m",-0.9118,0.0,0.436,0.564
nytimes,72,Mon Oct 01 05:22:47 +0000 2018,"RT @DanBarryNYT: Here's a Times Insider piece about the ""This Land"" column I wrote for a decade, and the just-published collection of those…",0.0,0.0,0.0,1.0
nytimes,71,Mon Oct 01 05:30:07 +0000 2018,"""I can’t stand talking to people before lunch. I don’t think anybody civilized does."" - Monty Python co-founder Eri… https://t.co/NidER8XMVR",0.0,0.0,0.0,1.0
nytimes,70,Mon Oct 01 05:45:04 +0000 2018,"Oct. 1 marks one year since the Las Vegas massacre, the worst shooting in modern American history. The survivors ha… https://t.co/Y4RhIn0WiP",-0.6249,0.0,0.177,0.823
nytimes,69,Mon Oct 01 06:00:16 +0000 2018,"RT @nytimesworld: North Korea's foreign minister, speaking at #UNGA, said the country would not denuclearize without building trust with th…",-0.4023,0.0,0.125,0.875
nytimes,68,Mon Oct 01 06:05:50 +0000 2018,RT @suilee: I've always been struck by how difficult it is for people to see a doctor in China. So I spent several months standing in line…,-0.5423,0.0,0.164,0.836
nytimes,67,Mon Oct 01 06:15:03 +0000 2018,"Political assassinations are rising sharply in South Africa, threatening the stability of hard-hit parts of the cou… https://t.co/0pLdhx0uF9",-0.7964,0.0,0.307,0.693
nytimes,66,Mon Oct 01 06:30:06 +0000 2018,"This penthouse apartment, which rents for $15,000 a month, was designed as a backdrop for Instagram stars. Nobody l… https://t.co/qRaMrbtI2L",0.0,0.0,0.0,1.0
nytimes,65,Mon Oct 01 06:45:02 +0000 2018,"Can Bach save the world? Yo-Yo Ma hopes so. 
 https://t.co/LnAWZ2FPMg",0.7184,0.429,0.0,0.571
nytimes,64,Mon Oct 01 07:00:10 +0000 2018,"Aung San Suu Kyi, once a symbol of resistance to military rule, is becoming better known as an enabler of ethnic cl… https://t.co/jM6cM9DOpm",0.4404,0.121,0.0,0.879
nytimes,63,Mon Oct 01 07:15:03 +0000 2018,"RT @nytimesworld: British leaders remain mired in infighting, still presenting competing visions as the Brexit countdown enters its final s…",0.2263,0.091,0.0,0.909
nytimes,62,Mon Oct 01 07:30:08 +0000 2018,"It was only an exhibition, but LeBron James played his first minute in the Lakers' purple and gold, giving a tantal… https://t.co/9lVJ2nZEl8",0.7351,0.246,0.0,0.754
nytimes,61,Mon Oct 01 07:45:06 +0000 2018,"Growing up, the crime writer Joe Ide lived in 2 worlds: At home, his stern grandfather collected samurai swords and… https://t.co/fHwy0zNyqF",-0.4215,0.073,0.151,0.776
nytimes,60,Mon Oct 01 07:53:23 +0000 2018,"RT @bykaren: Patrick Reed thought he might go all Phil-Mickelson-in-2014 after the #RyderCup. Instead, he talked after the news conference…",0.0,0.0,0.0,1.0
nytimes,59,Mon Oct 01 08:00:06 +0000 2018,"Kanye West, wearing a red Make America Great Again hat, delivered an impromptu monologue at the end of the SNL seas… https://t.co/HBum3oxxFW",0.6249,0.17,0.0,0.83
nytimes,58,Mon Oct 01 08:15:01 +0000 2018,"As other personnel fled, an air traffic controller in Palu stayed put, guiding a pilot. Moments after the plane wen… https://t.co/YXs1DGXvk3",0.0,0.0,0.0,1.0
nytimes,57,Mon Oct 01 08:30:05 +0000 2018,"In many ways, the UK is in the same position it was on the morning after the 2016 Brexit referendum: without a clea… https://t.co/WgfbquNauX",0.0,0.0,0.0,1.0
nytimes,56,Mon Oct 01 08:45:02 +0000 2018,"China has canceled an important security meeting with the U.S., the latest sign of bad blood between the two nations https://t.co/1UU6DVeFwD",-0.0772,0.163,0.136,0.7
nytimes,55,Mon Oct 01 09:00:03 +0000 2018,RT @nytimesworld: North and South Korea began clearing mines on their border in preparation for a joint search for the remains of Korean Wa…,0.0,0.0,0.0,1.0
nytimes,54,Mon Oct 01 09:15:06 +0000 2018,"London's newest phone boxes are sleek looking, Wi-Fi connected stands with touch screen maps and electronic signs t… https://t.co/O3yYNwvgEs",0.0,0.0,0.0,1.0
nytimes,53,Mon Oct 01 09:30:09 +0000 2018,"Chad Ludington, a Yale classmate of Judge Brett Kavanaugh’s, issued a statement saying the Supreme Court nominee wa… https://t.co/RcraG4POY9",0.5574,0.184,0.0,0.816
nytimes,52,Mon Oct 01 09:45:03 +0000 2018,RT @siddharma: Mai Khoi was once a conventional pop star. Now she is a protest singer. Her metamorphosis has drawn attention to the escalat…,-0.25,0.0,0.087,0.913
nytimes,51,Mon Oct 01 09:52:18 +0000 2018,"Breaking News: Jean-Claude Arnault, the man at the center of a scandal that derailed the Nobel Prize in Literature,… https://t.co/BohzDMHRIH",-0.25,0.134,0.215,0.65
nytimes,50,Mon Oct 01 10:04:05 +0000 2018,Joe Biden is coming under increased scrutiny from his fellow Democrats because of his role in the Clarence Thomas c… https://t.co/noomz6Lnkz,0.2732,0.095,0.0,0.905
nytimes,49,Mon Oct 01 10:11:01 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/r45unaidvZ https://t.co/qV1EdS6TSe,0.0,0.0,0.0,1.0
nytimes,48,Mon Oct 01 10:12:03 +0000 2018,Breaking News: The Nobel Prize in Medicine recognized breakthroughs in using the immune system to attack cancer. It… https://t.co/XcrxXDPjK5,-0.4588,0.196,0.268,0.536
nytimes,47,Mon Oct 01 10:13:03 +0000 2018,None of the 22 buoys spread over Indonesia's open water to help monitor for tsunamis had been operational for the p… https://t.co/ivd2mMCo0k,0.4019,0.114,0.0,0.886
nytimes,46,Mon Oct 01 10:30:03 +0000 2018,A wave of political assassinations within South Africa's A.N.C. party threaten the stability of hard-hit parts of t… https://t.co/zNxYeI7c8n,-0.5574,0.113,0.263,0.625
nytimes,45,Mon Oct 01 10:44:02 +0000 2018,"The charity Elephants Without Borders claimed that a ""poaching frenzy"" in Botswana had left 87 elephants dead. Scie… https://t.co/5yF8JiCq6L",-0.5859,0.115,0.27,0.615
nytimes,44,Mon Oct 01 11:00:14 +0000 2018,"RT @SherylNYT: Trump called McConnell and ""unleashed an expletive-filled tirade, telling Mr. McConnell that he had let the process get away…",0.0,0.0,0.0,1.0
nytimes,43,Mon Oct 01 11:11:04 +0000 2018,Jeff Flake's last-minute demand for an FBI investigation into Brett Kavanaugh has single-handedly held up the confi… https://t.co/7N0ppnCDEE,-0.128,0.0,0.081,0.919
nytimes,42,Mon Oct 01 11:20:06 +0000 2018,"""For somebody as successful in the Ryder Cup as I am, I don't think it's smart to sit me twice,"" Patrick Reed said… https://t.co/OAymYKy2ET",0.3699,0.146,0.087,0.768
nytimes,41,Mon Oct 01 11:31:07 +0000 2018,"For those who survived the Las Vegas shooting, the last 12 months have been about building lives that can accommoda… https://t.co/I1cdvsmeAX",0.5106,0.142,0.0,0.858
nytimes,40,Mon Oct 01 11:40:06 +0000 2018,"Denny Tamaki, the son of a Japanese mother and a United States Marine, became the first mixed-race governor in Japa… https://t.co/QtBHFTXbcr",0.4215,0.135,0.0,0.865
nytimes,39,Mon Oct 01 11:50:08 +0000 2018,"In the shadow of a titanic confirmation fight, the Supreme Court has assembled a cautious docket that steers clear… https://t.co/Y9HKqxApn0",0.1531,0.159,0.177,0.664
nytimes,38,Mon Oct 01 12:00:02 +0000 2018,"Your daily @DealBook Briefing:

• What will actually change at Tesla? 

• Nafta survives, after all.

• Facebook's… https://t.co/pxqAJBEAnU",0.0,0.0,0.0,1.0
nytimes,37,Mon Oct 01 12:10:07 +0000 2018,General Electric replaced the CEO it hired just over a year ago. The iconic conglomerate warned that it faced conti… https://t.co/6EQrmNEOqc,-0.2732,0.0,0.1,0.9
nytimes,36,Mon Oct 01 12:20:05 +0000 2018,"Matt Damon portrayed Brett Kavanaugh as defiant, opening his remarks by saying: ""I'm going to start at an 11. I'm g… https://t.co/ObX1EzdKqO",-0.2263,0.0,0.083,0.917
nytimes,35,Mon Oct 01 12:21:02 +0000 2018,"RT @rickgladstone: ‘We’re just rolling toward the cliff, and nobody out there is going to stop it.’ @EllenBarryNYT @_StephenCastle  https:/…",-0.296,0.0,0.104,0.896
nytimes,34,Mon Oct 01 12:30:04 +0000 2018,Hundreds of migrant children are being woken in the middle of the night and taken to unregulated tent camps where t… https://t.co/f8Q4jPhs9v,0.0,0.0,0.0,1.0
nytimes,33,Mon Oct 01 12:50:08 +0000 2018,"RT @nytimesbusiness: Michael Cohen’s and Paul Manafort’s cases illustrate different but common types of tax cheating, and how the I.R.S. ha…",-0.7096,0.0,0.197,0.803
nytimes,32,Mon Oct 01 13:00:15 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/fI9VOHUXX1 https://t.co/gsm5GYPtFT,0.0,0.0,0.0,1.0
nytimes,31,Mon Oct 01 13:11:06 +0000 2018,Consulting firm McKinsey &amp; Company is advising Puerto Rico on financial reforms to lighten its $123 billion debt. B… https://t.co/aigWrndAnp,-0.3612,0.0,0.116,0.884
nytimes,30,Mon Oct 01 13:20:02 +0000 2018,"A Yale classmate who socialized with Brett Kavanaugh in college says he often become ""belligerent and aggressive"" w… https://t.co/4XVffe2NQM",-0.1531,0.0,0.086,0.914
nytimes,29,Mon Oct 01 13:31:04 +0000 2018,The Trump administration is making a major move to eliminate regulation of a highly toxic chemical emitted from coa… https://t.co/vW4QsiCCmr,0.0,0.0,0.0,1.0
nytimes,28,Mon Oct 01 13:40:05 +0000 2018,"After the 7.5-magnitude quake, waves as high as 18 feet crashed ashore in Palu, destroying buildings, smashing vehi… https://t.co/EMgOjtHlNd",-0.5574,0.0,0.167,0.833
nytimes,27,Mon Oct 01 13:50:07 +0000 2018,"Senegal's majestic baobabs are like real-life giving trees, providing shade, gathering places, food — even tombs. B… https://t.co/a8seS8VoaI",0.5994,0.246,0.0,0.754
nytimes,26,Mon Oct 01 14:00:15 +0000 2018,California became the first state to require its publicly held corporations to include women on their boards https://t.co/eNBNFSgDk5,0.0,0.0,0.0,1.0
nytimes,25,Mon Oct 01 14:11:03 +0000 2018,RT @NYTHealth: Two scientists won the Nobel Prize in medicine for their work on cancer immunotherapy. Here's a visual explanation for how i…,0.3818,0.23,0.145,0.625
nytimes,24,Mon Oct 01 14:18:04 +0000 2018,Nearly 500 people showed up for a Democratic meeting in Brooklyn. But every vote and decision came down to one man:… https://t.co/DE120uqxW1,0.0,0.0,0.0,1.0
nytimes,23,Mon Oct 01 14:28:02 +0000 2018,RT @NYTHealth: The science of memory: how trauma and time can alter the way significant events are recalled https://t.co/rD59EPd6SO,-0.25,0.083,0.13,0.787
nytimes,22,Mon Oct 01 14:38:02 +0000 2018,"Nobody lives in this penthouse apartment, but you may have seen it in your Instagram feed https://t.co/6YvKGvlO4S",0.0,0.0,0.0,1.0
nytimes,21,Mon Oct 01 14:48:03 +0000 2018,"RT @julieturkewitz: A year ago I was hopping a plane to Las Vegas, to cover what turned into the deadliest shooting in modern American hist…",0.0,0.0,0.0,1.0
nytimes,20,Mon Oct 01 14:58:00 +0000 2018,"Jeff Flake ""may have ultimately eased the way to confirmation for Judge Kavanaugh,"" @hillhulse writes https://t.co/AMNmrhuq6S",0.296,0.128,0.0,0.872
nytimes,19,Mon Oct 01 15:08:17 +0000 2018,"In China, attacks on doctors are so common that they have a name: “yi nao,” or “medical disturbance.” We take you i… https://t.co/uBdzuBJjGA",-0.4404,0.0,0.121,0.879
nytimes,18,Mon Oct 01 15:10:28 +0000 2018,President Trump will speak soon about a trade agreement with Canada and Mexico. Here's the latest: https://t.co/niE8pPbXDt,0.4939,0.176,0.0,0.824
nytimes,17,Mon Oct 01 15:18:06 +0000 2018,"One brother has taught his own children to ""run, hide or fight."" The other is still startled every time he hears a… https://t.co/zQJR8A77zn",-0.34,0.0,0.139,0.861
nytimes,16,Mon Oct 01 15:28:06 +0000 2018,"She tweeted: ""Is anyone else just fed up and ready to name names?"" Then she tagged the handle of a state senator in… https://t.co/YrHJkg5Fv7",0.3612,0.102,0.0,0.898
nytimes,15,Mon Oct 01 15:35:57 +0000 2018,Cardi B turned herself in to police in connection with a fight at a Queens strip club https://t.co/19LTxdPWAV,-0.3818,0.0,0.157,0.843
nytimes,14,Mon Oct 01 15:48:04 +0000 2018,"RT @emilymbadger: Some neighborhoods lift children out of poverty. Others trap them there.

Now we know the difference -- across the entire…",-0.6808,0.0,0.219,0.781
nytimes,13,Mon Oct 01 15:56:01 +0000 2018,President Trump promoted the rewrite of Nafta as a campaign promise kept and evidence that his approach to trade wa… https://t.co/l6iE6FfwHp,0.6249,0.221,0.0,0.779
nytimes,12,Mon Oct 01 16:08:04 +0000 2018,"So long, Sad Desk Lunch https://t.co/jgIlTj7kQK",-0.5233,0.0,0.403,0.597
nytimes,11,Mon Oct 01 16:18:05 +0000 2018,A highly unusual death has exposed a weak spot in a groundbreaking cancer treatment https://t.co/xBWWD981K2,-0.9149,0.0,0.615,0.385
nytimes,10,Mon Oct 01 16:28:03 +0000 2018,"Chad Ludington, a Yale classmate of Brett Kavanaugh’s, issued a statement saying the Supreme Court nominee was not… https://t.co/gN4TSmRp9G",0.5574,0.184,0.0,0.816
nytimes,9,Mon Oct 01 16:31:11 +0000 2018,"RT @grynbaum: ""They're loco,"" Trump says about the press. ""I use that word because of the fact we made a deal with Mexico.""",0.0,0.0,0.0,1.0
nytimes,8,Mon Oct 01 16:38:02 +0000 2018,"RT @NYTHealth: The risk of Ebola spreading from Congo to Uganda is now ""very high,"" the W.H.O. says. https://t.co/t82lqYyW10",-0.2732,0.0,0.104,0.896
nytimes,7,Mon Oct 01 16:48:03 +0000 2018,"Graduating from college means finding a job, making new friends and realizing how bad credit card debt can get. It… https://t.co/ER0TlPTmBH",-0.0772,0.206,0.217,0.578
nytimes,6,Mon Oct 01 16:58:05 +0000 2018,This is the Age of Sorry for nearly every train company in Britain. https://t.co/7Te2StUOh6,-0.0772,0.0,0.091,0.909
nytimes,5,Mon Oct 01 17:08:03 +0000 2018,"Venezuela's state oil company is deep in debt. So Citgo, its U.S. subsidiary, has been mortgaged to raise money. https://t.co/U6EEjYYuYV",-0.3612,0.0,0.116,0.884
nytimes,4,Mon Oct 01 17:18:03 +0000 2018,"For all the talk of leaning in, breaking glass ceilings and diversity in the boardroom, the number of women running… https://t.co/vFx2Nknxq9",0.0772,0.061,0.0,0.939
nytimes,3,Mon Oct 01 17:28:02 +0000 2018,"For over 150 years, the identity of the nude subject in Gustave Courbet’s “The Origin of the World” was unknown. Th… https://t.co/ip5vhZ4pFI",0.0,0.0,0.0,1.0
nytimes,2,Mon Oct 01 17:38:04 +0000 2018,"A year ago in Las Vegas, over 400 people were shot in the worst U.S. shooting in modern history. The nation has mov… https://t.co/MBg0IDF9k9",-0.6249,0.0,0.157,0.843
nytimes,1,Mon Oct 01 17:48:08 +0000 2018,"President Trump said he wanted a ""comprehensive"" FBI investigation of Brett Kavanaugh but that it should be wrapped… https://t.co/sEb3ABAuyS",0.0,0.0,0.0,1.0
